PA_Record_Type|PA_Payment_Record_Number|PA_Brand_Code|PA_Agency_Name|PA_Agency_Address_1|PA_Agency_Address_2|PA_Agency_Address_3|PA_Agency_City|PA_Agency_State_Province_Code|PA_Agency_Country_Code|PA_Agency_Postal_Code|PA_Agency_Phone_Number|PA_Agency_Payment_Currency
PA|190916001810|RF|AAA HAWAII LLC|SUITE A170|1130 N NIMITZ HIGHWAY||HONOLULU|HI|US|96817|1-808-529-5011|USD
PA|190916001811|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001812|RF|TRAVELERS HAVEN, LLC|720 S COLORADO BLVD|STE 10505||DENVER|CO|US|80246-1904|1-877-592-9444|USD
PA|190916001813|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916001814|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001815|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001816|RF|IHFRA|PO BOX 670|||HIGH POINT|NC|USA|27261||USD
PA|190916001817|RF|HOTEL RESERVATION SERVICEROBERT RAGGE GMBH|BLAUBACH 32|||COLOGNE|DE|DE|50676|49-221-2077500|USD
PA|190916001818|RF|BCD TRAVEL USA LLC|STE 100|10301 DEERWOOD PARK BLVD||JACKSONVILLE|FL|US|32256|1-877-526-6050|USD
PA|190916001819|RF|BCD TRAVEL USA LLC|STE 100|10301 DEERWOOD PARK BLVD||JACKSONVILLE|FL|US|32256|1-877-526-6050|USD
PA|190916001820|RF|TOURIST BUREAU MARKETING INC.|428 E THUNDERBIRD RD|STE 247||PHOENIX|AZ|US|85022-5229|1-602-952-2106|USD
PA|190916001821|RF|IHFRA|PO BOX 670|||HIGH POINT|NC|USA|27261||USD
PA|190916001822|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916001823|RF|WAGONLITS TURISMO DO BRASIL S.A.|AL. SANTOS NO. 1357|1 ANDAR CERQUEIRA CESAR||SAO PAULO/SAO PAULO|BR|BR|01419-001|55-11-3491-7517|USD
PA|190916001824|RF|TSI USA|SUITE 900|8111 LBJ FRWY||DALLAS|TX|US|75251|1-214-915-9000|USD
PA|190916001825|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916001826|RF|TRAVEL PLANNERS INTERNATIONAL INC|1740 Fennell Street|||MAITLAND|FL|US|327514174|1-407-331-3888|USD
PA|190916001827|RF|TRAVEL PLANNERS INTERNATIONAL INC|1740 Fennell Street|||MAITLAND|FL|US|327514174|1-407-331-3888|USD
PA|190916001828|RF|GBT US LLC|MC13-01-76 STE 55/B205|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-623-516-5507|USD
PA|190916001829|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916001830|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001831|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001832|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001833|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001834|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001835|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001836|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001837|RF|OVATION TRAVEL GROUP INC|11TH FLOOR|71 FIFTH AVE||NEW YORK|NY|US|10003|1-212-679-1600|USD
PA|190916001838|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001839|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001840|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001841|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001842|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001843|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001844|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001845|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001846|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001847|RF|World Freerunning Parkour Federation|7119 W. Sunset Blvd. |||Los Angeles|CA|USA|90046||USD
PA|190916001848|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001849|RF|ANDERSON TRAVEL SERVICE INC|5229 OLYMPIC DR NW|||GIG HARBOR|WA|US|98335|1-253-853-8687|USD
PA|190916001850|RF|TRAVEL INC|SUITE 100|4355 RIVER GREEN PKWY||DULUTH|GA|US|300969404|1-770-291-4100|USD
PA|190916001851|RF|ALL ABOUT TRAVEL LLC|1ST FLOOR|5331 JOHNSON DR||MISSION|KS|US|66205|1-913-236-2436|USD
PA|190916001852|RF|GBT US LLC|MC13-01-76 STE 55/B210|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-623-516-5507|USD
PA|190916001853|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916001854|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001855|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001856|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916001857|RF|BENEPLACE, INC.|P.O. Box 203550|||Austin|TX|USA|78720||USD
PA|190916001858|RF|AUTOMOBILE CLUB OF MICHIGAN|SUITE 3|1 AUTO CLUB DR||DEARBORN|MI|US|48126|1-269-381-7100|USD
PA|190916001859|RF|INTERACTIVE HOTEL SOLUTIONS INC|PO BOX 504558|||ST. LOUIS|MO|US|631504558|1-417-866-1670|USD
PA|190916001860|RF|DONVAND LIMITED|27 GOSWELL ROAD|||LONDON|GB|GB|EC1M 7GT|44-20-77162400|USD
PA|190916001861|RF|SERI IRING TRVL SDN BHD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001862|RF|HAINES HOTEL SERVICES GROUPL.L.C.|6058 WATSON CT|||NEW MARKET|MD|US|21774-6328|1-301-865-1631|USD
PA|190916001863|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916001864|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001865|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001866|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001867|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001868|RF|CONLIN TRAVEL INC|3270 WASHTENAW AVE|||ANN ARBOR|MI|US|481041207|1-734-677-0900|USD
PA|190916001869|RF|CONLIN TRAVEL INC|3270 WASHTENAW AVE|||ANN ARBOR|MI|US|481041207|1-734-677-0900|USD
PA|190916001870|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001871|RF|IHFRA|PO BOX 670|||HIGH POINT|NC|USA|27261||USD
PA|190916001872|RF|BCD TRAVEL USA LLC|STE 3540/RAY|300 TRADE CTR||WOBURN|MA|US|01801|1-800-819-0977|USD
PA|190916001873|RF|Google HPA|7815 Walton Parkway|||New Albany|OH|USA|43054||USD
PA|190916001874|RF|Google HPA|7815 Walton Parkway|||New Albany|OH|USA|43054||USD
PA|190916001875|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916001876|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916001877|RF|SUPERIOR TRAVEL SERVICES INC|STE 319|123 WASHINGTON ST||OSWEGO|IL|US|60543|1-630-554-7896|USD
PA|190916001878|RF|SUPERIOR TRAVEL SERVICES INC|STE 319|123 WASHINGTON ST||OSWEGO|IL|US|60543|1-630-554-7896|USD
PA|190916001879|RF|SUPERIOR TRAVEL SERVICES INC|STE 319|123 WASHINGTON ST||OSWEGO|IL|US|60543|1-630-554-7896|USD
PA|190916001880|RF|AMERICAN INTERNATIONAL TRAVEL INC|SUITE 200|150 NORTH MAIN STREET||BOUNTIFUL|UT|US|84010|1-801-292-8687|USD
PA|190916001881|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916001882|RF|TRAVEL SOLUTIONS INC|1155 W 12TH AVENUE|||JASPER|IN|US|47549|1-812-634-3555|USD
PA|190916001883|RF|ANTIQUES & COLLECTIBLES NATIONAL ASSOCIATION|PO Box 4389|||Davidson|NC|USA|28036||USD
PA|190916001884|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916001885|RF|FOX WORLD TRAVEL INC|2150 S WASHBURN|P O BOX 2386||OSHKOSH|WI|US|549048949|1-920-230-4466|USD
PA|190916001886|RF|BENEPLACE, INC.|P.O. Box 203550|||Austin|TX|USA|78720||USD
PA|190916001887|RF|NATIONAL EDUCATION ASSOCIATION|900 Clopper Road|Suite 300||Gaithersburg|MD|USA|20878||USD
PA|190916001888|RF|NATIONAL EDUCATION ASSOCIATION|900 Clopper Road|Suite 300||Gaithersburg|MD|USA|20878||USD
PA|190916001889|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001890|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001891|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001892|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001893|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001894|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001895|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001896|RF|HOTELZON FINLAND OY|PORKKALANKATU 3|||HELSINKI|FI|FI|00180|358-60093777|USD
PA|190916001897|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001898|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001899|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001900|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916001901|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001902|RF|ALTIS MANAGEMENT LLC|45 SUMMIT RIDGE PL|||WOODSIDE|CA|US|94062-3935|1-415-819-1163|USD
PA|190916001903|RF|PRICELINE.COM INCORPORATED|800 CONNECTICUT AVE|||NORWALK|CT|US|06854|1-203-299-8000|USD
PA|190916001904|RF|PRICELINE.COM INCORPORATED|800 CONNECTICUT AVE|||NORWALK|CT|US|06854|1-203-299-8000|USD
PA|190916001905|RF|PRICELINE.COM INCORPORATED|800 CONNECTICUT AVE|||NORWALK|CT|US|06854|1-203-299-8000|USD
PA|190916001906|RF|PRICELINE.COM INCORPORATED|800 CONNECTICUT AVE|||NORWALK|CT|US|06854|1-203-299-8000|USD
PA|190916001907|RF|PRICELINE.COM INCORPORATED|800 CONNECTICUT AVE|||NORWALK|CT|US|06854|1-203-299-8000|USD
PA|190916001908|RF|PRICELINE.COM INCORPORATED|800 CONNECTICUT AVE|||NORWALK|CT|US|06854|1-203-299-8000|USD
PA|190916001909|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001910|RF|BOOKMYGROUP L.L.C.|710 46 East Suite 102|||FAIRFIELD|NJ|US|07004-1540|1-973-808-7722|USD
PA|190916001911|RF|BOOKMYGROUP L.L.C.|710 46 East Suite 102|||FAIRFIELD|NJ|US|07004-1540|1-973-808-7722|USD
PA|190916001912|RF|BOOKMYGROUP L.L.C.|710 46 East Suite 102|||FAIRFIELD|NJ|US|07004-1540|1-973-808-7722|USD
PA|190916001913|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001914|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916001915|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916001916|RF|BOOKING.COM BV|WETERINGSCHANS 28-3|||AMSTERDAM|NL|NL|1017 SG|31-20-7133555|USD
PA|190916001917|RF|WORLD VENTURES TRAVEL|5100 Tennyson Pkwy|||Plano|TX|USA|75024||USD
PA|190916001918|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916001919|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916001920|RF|MAYO CLINIC|OZNUM CENTER 3-80|200 1ST STREET SW||ROCHESTER|MN|US|55905|1-507-266-1321|USD
PA|190916001921|RF|FOX WORLD TRAVEL INC|2150 S WASHBURN|P O BOX 2386||OSHKOSH|WI|US|549048949|1-920-230-4466|USD
PA|190916001922|RF|PDGA|3828 Dogwood Lane|||Appling|GA|USA|30802||USD
PA|190916001923|RF|GBT US LLC|MC13-01-76 STE 55/B205|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-623-516-5507|USD
PA|190916001924|RF|AMSALEM BUSINESS TRAVEL LLC|STE 203|1307 S MARY AVE||SUNNYVALE|CA|US|940873071|1-408-503-6225|USD
PA|190916001925|RF|PROFESSIONAL TRAVEL INC|25000 COUNTRY CLUB BLVD, SUITE 170|||NORTH OLMSTED|OH|US|440705338|1-440-734-8800|USD
PA|190916001926|RF|AMERICAN TRAVEL SOLUTIONS INC|204|26707 WEST AGOURA RD||CALABASAS|CA|US|91302|1-818-436-3900|USD
PA|190916001927|RF|TRAVEL ONE INC|STE 1500|8009 34TH AVE SOUTH||MINNEAPOLIS|MN|US|554251609|1-952-854-2551|USD
PA|190916001928|RF|TRAVEL ONE INC|STE 1500|8009 34TH AVE SOUTH||MINNEAPOLIS|MN|US|554251609|1-952-854-2551|USD
PA|190916001929|RF|CALDWELL TRAVEL INC|5341 VIRGINIA WAY|||BRENTWOOD|TN|US|37027|1-615-327-2720|USD
PA|190916001930|RF|ARTHUR J. GALLAGHER|AJGRMS-AMG|P.O. Box 71870||Chicago|IL|USA|60694-1870||USD
PA|190916001931|RF|ENTERTAINMENT PUBLICATIONS|1401 Crooks Rd|Ste 150||Troy|MI|USA|48084||USD
PA|190916001932|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916001933|RF|NEW WORLD TRAVEL INC|5757 W. Century Blvd|Suite 820||Los Angeles|CA|US|90045|1-212-754-9100|USD
PA|190916001934|RF|NEW WORLD TRAVEL INC|5757 W. Century Blvd|Suite 820||Los Angeles|CA|US|90045|1-212-754-9100|USD
PA|190916001935|RF|INTERACTIVE HOTEL SOLUTIONS INC|PO BOX 504558|||ST. LOUIS|MO|US|631504558|1-417-866-1670|USD
PA|190916001936|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001937|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001938|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001939|RF|TRAVEL MARVELZ LLC|83 NORTH 700 EAST|||ST GEORGE|UT|US|847703028|1-435-673-9678|USD
PA|190916001940|RF|GBT US LLC|MC13-01-76 STE 55/B225|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-800-528-4800|USD
PA|190916001941|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001942|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001943|RF|INTERACTIVE HOTEL SOLUTIONS INC|PO BOX 504558|||ST. LOUIS|MO|US|631504558|1-417-866-1670|USD
PA|190916001944|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916001945|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916001946|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916001947|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916001948|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916001949|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916001950|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916001951|RF|NHI-2, LLC|P.O. BOX 74008563|||CHICAGO|IL|US|60674-8563|1-847-718-9181|USD
PA|190916001952|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001953|RF|AAA WESTERN AND CENTRAL NEW YORK|3160 W RIDGE ROAD|||BUFFALO|NY|US|146263220|1-585-227-9600|USD
PA|190916001954|RF|AAA NORTHWEST OHIO|7150 W CENTRAL AVENUE|||TOLEDO|OH|US|436171117|1-419-843-1212|USD
PA|190916001955|RF|HOTEL RESERVATION SERVICEROBERT RAGGE GMBH|BLAUBACH 32|||COLOGNE|DE|DE|50676|49-221-2077500|USD
PA|190916001956|RF|BCD TRAVEL USA LLC|SUITE 300|10150 N AMBASSADOR DR||KANSAS CITY|MO|US|641531365|1-816-880-3000|USD
PA|190916001957|RF|BCD TRAVEL USA LLC|SUITE 300|10150 N AMBASSADOR DR||KANSAS CITY|MO|US|641531365|1-816-880-3000|USD
PA|190916001958|RF|BENEPLACE, INC.|P.O. Box 203550|||Austin|TX|USA|78720||USD
PA|190916001959|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916001960|RF|HURLEY TRAVEL EXPERTS INC|15 BAXTER BOULEVARD|||PORTLAND|ME|US|04101|1-207-874-7400|USD
PA|190916001961|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916001962|RF|TRIPADVISOR LLC|165 NEEDHAM ST|||NEWTON|MA|US|02464-1505|1-866-322-5942|USD
PA|190916001963|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001964|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001965|RF|ADELMAN TVL SYSTEMS INC|1ST FLOOR|6980 N PORT WASHINGTON RD||MILWAUKEE|WI|US|53217|1-414-352-7600|USD
PA|190916001966|RF|TRAVEL SYNDICATION TECHNOLOGY LLC|SUITE 1000|5555 GLEN RIDGE CONNECTOR||ATLANTA|GA|US|30342|1-404-793-7460|USD
PA|190916001967|RF|Amac - The Association of Mature American Citizens|5 Orville Drive|Suite 400||Bohemia|NY|USA|11716||USD
PA|190916001968|RF|TARY'S TRAVELS S.A.|CALLE JACINTO MANON NO. 4|PLAZA NUEVO SOL-LOCAL 4B|ENSANCHE PARAISO|SANTO DOMINGO/SANTO DOMINGO|DO|DO|43215|1-809-563-4544|USD
PA|190916001969|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001970|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001971|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001972|RF|ULTRAMAR TRAVEL MANAGEMENT INC|4TH FLOOR/SUITE 405|365 W PASSAIC ST||ROCHELLE PARK|NJ|US|07662|1-201-291-8801|USD
PA|190916001973|RF|BENEPLACE, INC.|P.O. Box 203550|||Austin|TX|USA|78720||USD
PA|190916001974|RF|TRAVEL INC|SUITE 100|4355 RIVER GREEN PKWY||DULUTH|GA|US|300969404|1-813-371-1220|USD
PA|190916001975|RF|TRAVEL INC|SUITE 100|4355 RIVER GREEN PKWY||DULUTH|GA|US|300969404|1-813-371-1220|USD
PA|190916001976|RF|HOTELGUIDES.COM, INC.|PO BOX 13318|||CHARLESTON|SC|US|29422-3318|1-800-916-4526|USD
PA|190916001977|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001978|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001979|RF|UNIGLOBE DISCOVERY TRAVEL INC|711 GEORGIA AVENUE|||CHATTANOOGA|TN|US|374022002|1-423-265-8585|USD
PA|190916001980|RF|UNIGLOBE DISCOVERY TRAVEL INC|711 GEORGIA AVENUE|||CHATTANOOGA|TN|US|374022002|1-423-265-8585|USD
PA|190916001981|RF|IHFRA|PO BOX 670|||HIGH POINT|NC|USA|27261||USD
PA|190916001982|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001983|RF|BCD TRAVEL USA LLC|STE 3540|300 TRADE CENTER||WOBURN|MA|US|01801|1-781-638-1836|USD
PA|190916001984|RF|LEXYL TRAVEL TECHNOLOGIES LLC|777 S FLAGLER DR|WEST TOWER STE 800||WEST PALM BEACH|FL|US|33401-6161|1-800-898-1347|USD
PA|190916001985|RF|AMERICAN CONNECTING SOURCE INC.|3834 SILVESTRI LANE|||LAS VEGAS|NV|US|89120|1-702-675-6533|USD
PA|190916001986|RF|AMERICAN CONNECTING SOURCE INC.|3834 SILVESTRI LANE|||LAS VEGAS|NV|US|89120|1-702-675-6533|USD
PA|190916001987|RF|AMERICAN CONNECTING SOURCE INC.|3834 SILVESTRI LANE|||LAS VEGAS|NV|US|89120|1-702-675-6533|USD
PA|190916001988|RF|AMERICAN CONNECTING SOURCE INC.|3834 SILVESTRI LANE|||LAS VEGAS|NV|US|89120|1-702-675-6533|USD
PA|190916001989|RF|AMERICAN CONNECTING SOURCE INC.|3834 SILVESTRI LANE|||LAS VEGAS|NV|US|89120|1-702-675-6533|USD
PA|190916001990|RF|AMERICAN CONNECTING SOURCE INC.|3834 SILVESTRI LANE|||LAS VEGAS|NV|US|89120|1-702-675-6533|USD
PA|190916001991|RF|AMERICAN CONNECTING SOURCE INC.|3834 SILVESTRI LANE|||LAS VEGAS|NV|US|89120|1-702-675-6533|USD
PA|190916001992|RF|AMERICAN CONNECTING SOURCE INC.|3834 SILVESTRI LANE|||LAS VEGAS|NV|US|89120|1-702-675-6533|USD
PA|190916001993|RF|THE ETRAVEL COMPANY (PTY) LTD|605 S Front St|||Columbus|OH|US|43215||USD
PA|190916001994|RF|SUPERIOR TRAVEL SERVICES INC|STE 319|123 WASHINGTON ST||OSWEGO|IL|US|60543|1-630-554-7896|USD
PA|190916001995|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001996|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001997|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916001998|RF|IHFRA|PO BOX 670|||HIGH POINT|NC|USA|27261||USD
PA|190916001999|RF|S & K ENTERPRISES INC|101 CORPORATE PLAZA DRIVE|||LA GRANGE|GA|US|30240|1-770-518-7386|USD
PA|190916002000|RF|S & K ENTERPRISES INC|101 CORPORATE PLAZA DRIVE|||LA GRANGE|GA|US|30240|1-770-518-7386|USD
PA|190916002001|RF|TRAVEL SYNDICATION TECHNOLOGY LLC|SUITE 1000|5555 GLEN RIDGE CONNECTOR||ATLANTA|GA|US|30342|1-404-793-7460|USD
PA|190916002002|RF|GBT US LLC|MC13-01-76 STE 55/B567|2401 W BEHREND DR||PHOENIX|AZ|US|85027|1-425-649-2800|USD
PA|190916002003|RF|BENEPLACE, INC.|P.O. Box 203550|||Austin|TX|USA|78720||USD
PA|190916002004|RF|AAA NORTHWAY INC|STE 300|433 STATE ST||SCHENECTADY|NY|US|12305|1-518-374-4696|USD
PA|190916002005|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916002006|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916002007|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916002008|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916002009|RF|THE AUTO CLUB GROUP|1 AUTO CLUB DRIVE|||DEARBORN|MI|US|48126|1-813-289-1402|USD
PA|190916002010|RF|HOTWIRE INC|333 108TH AVE NE|||BELLEVUE|WA|US|98004|1-850-981-4879|USD
PA|190916002011|RF|ENTERTAINMENT PUBLICATIONS|1401 Crooks Rd|Ste 150||Troy|MI|USA|48084||USD
PA|190916002012|RF|ENTERTAINMENT PUBLICATIONS|1401 Crooks Rd|Ste 150||Troy|MI|USA|48084||USD
